Stadium;Location;Latitude;Longitude;Date;Event;Race;Country;Distance;Occasion;Time;TempIndoors;IceTemperature;Humidity;AirpressureSurface;AirpressureSealevel
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-03;ISU_Junior_World_Cup_Speed_Skating_#2;1500m_Men_Juniors;ITA;1500;start;13:55:00;2.0;-8.0;48.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-03;ISU_Junior_World_Cup_Speed_Skating_#2;1500m_Men_Juniors;ITA;1500;end;14:36:00;2.0;-8.0;48.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-03;ISU_Junior_World_Cup_Speed_Skating_#2;1500m_Women_Neo-seniors;ITA;1500;start;15:02:00;-1.0;-8.0;52.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-03;ISU_Junior_World_Cup_Speed_Skating_#2;1500m_Women_Neo-seniors;ITA;1500;end;15:15:00;-2.0;-8.0;62.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-03;ISU_Junior_World_Cup_Speed_Skating_#2;1500m_Men_Neo-seniors;ITA;1500;start;15:20:00;-2.0;-8.0;62.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-03;ISU_Junior_World_Cup_Speed_Skating_#2;1500m_Men_Neo-seniors;ITA;1500;end;15:37:00;-3.0;-8.0;65.0;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-02;ISU_World_Speed_Skating_Championships;3000m_Women;NED;3000;start;17:20:00;15.7;-8.8;82.0;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-02;ISU_World_Speed_Skating_Championships;3000m_Women;NED;3000;end;18:14:00;15.7;-8.8;82.0;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-02;ISU_World_Speed_Skating_Championships;5000m_Men;NED;5000;start;18:35:00;15.7;-8.8;45.0;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-02;ISU_World_Speed_Skating_Championships;5000m_Men;NED;5000;end;20:02:00;15.7;-8.8;45.0;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-03;ISU_World_Speed_Skating_Championships;500m_Men;NED;500;start;19:14:00;15.2;-8.8;41.9;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-03;ISU_World_Speed_Skating_Championships;500m_Men;NED;500;end;19:36:00;15.2;-8.8;41.9;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-03;ISU_World_Speed_Skating_Championships;500m_Women;NED;500;start;19:53:00;15.2;-8.8;41.9;;
Thialf;Heerenveen;52.938399;5.942384;2023-03-03;ISU_World_Speed_Skating_Championships;500m_Women;NED;500;end;20:17:00;15.2;-8.8;41.9;;
